n,gamma,gamma_dps,source
848,1240.8134717852162668915202059959903174270267607964,50,mpmath.zetazero (mpmath python)
849,1243.0780763980211188815195140652934692492271029115,50,mpmath.zetazero (mpmath python)
850,1243.5381465261142599804738685752674923936592013004,50,mpmath.zetazero (mpmath python)
851,1244.8514339669838585645816826992160047468947277173,50,mpmath.zetazero (mpmath python)
852,1245.6558661881478224788038745774347407199883349237,50,mpmath.zetazero (mpmath python)
853,1247.3725619698556439157041761792222551133955164524,50,mpmath.zetazero (mpmath python)
854,1248.0630610532081986851494499576985680744873599501,50,mpmath.zetazero (mpmath python)
855,1249.1598879530029833405833142053954367685721926923,50,mpmath.zetazero (mpmath python)
856,1250.6723972756781171550895278911458735629695552256,50,mpmath.zetazero (mpmath python)
857,1251.6598320042712211800375857764149530425108761657,50,mpmath.zetazero (mpmath python)
858,1253.6735778521071020183802618002726196236761857060,50,mpmath.zetazero (mpmath python)
859,1254.4313284217734493685167530968338924924302544670,50,mpmath.zetazero (mpmath python)
860,1255.4082306452907346383815548335881540873371926492,50,mpmath.zetazero (mpmath python)
861,1256.1812141984608660682557442038987828135937044799,50,mpmath.zetazero (mpmath python)
862,1257.5412194126441144268231881839618874717782416821,50,mpmath.zetazero (mpmath python)
863,1258.7792334885950531906713570404965073587012978434,50,mpmath.zetazero (mpmath python)
864,1260.3445483161855198681790705465361878092092575981,50,mpmath.zetazero (mpmath python)
865,1261.6117171614798399043252592093417896347367868931,50,mpmath.zetazero (mpmath python)
866,1262.5566140003562243425577350201989089244860969454,50,mpmath.zetazero (mpmath python)
867,1263.6767328438617933303996144828201736756507110251,50,mpmath.zetazero (mpmath python)
868,1264.9572230069997892876956139976027830407432052056,50,mpmath.zetazero (mpmath python)
869,1266.1790377605620622428299995974479351790753944718,50,mpmath.zetazero (mpmath python)
870,1267.2003456118454892202899459061597383211969033185,50,mpmath.zetazero (mpmath python)
871,1267.5705717794402234586437783671607694422570056826,50,mpmath.zetazero (mpmath python)
872,1270.1189218864926039251911784333259275942282791485,50,mpmath.zetazero (mpmath python)
873,1271.1342996316099914002916818997524538857909597336,50,mpmath.zetazero (mpmath python)
874,1272.0839595993328974228956465820043427778949842817,50,mpmath.zetazero (mpmath python)
875,1273.2611446334557528137274897195876239695015676583,50,mpmath.zetazero (mpmath python)
876,1274.1962208894803588281224587537261924515849021542,50,mpmath.zetazero (mpmath python)
877,1275.0920303158404577816713274187354871891867208606,50,mpmath.zetazero (mpmath python)
878,1276.8421715555697946855351885739914088971486918336,50,mpmath.zetazero (mpmath python)
879,1277.7630919863468209206096185138785322522823811034,50,mpmath.zetazero (mpmath python)
880,1279.3328433167082513942852303181594727945650284091,50,mpmath.zetazero (mpmath python)
881,1280.1557944090229304665914772353967981633959563638,50,mpmath.zetazero (mpmath python)
882,1281.8287269596999339288649812522515392664656384799,50,mpmath.zetazero (mpmath python)
883,1283.0004913866996766077031149414023368371605226879,50,mpmath.zetazero (mpmath python)
884,1283.3350321388792806004825547251585509105839416017,50,mpmath.zetazero (mpmath python)
885,1284.8547951546216578404311609364089179813127027169,50,mpmath.zetazero (mpmath python)
886,1285.6950233311385927747749484980953679724133040346,50,mpmath.zetazero (mpmath python)
887,1287.4100266170753161316727866351846321884163532087,50,mpmath.zetazero (mpmath python)
888,1289.1653515327730614814131104352849419357686585857,50,mpmath.zetazero (mpmath python)
889,1290.1047715198073378895218090326419413150141394566,50,mpmath.zetazero (mpmath python)
890,1290.4177080730425036625436022069889522339949205986,50,mpmath.zetazero (mpmath python)
891,1291.9458709680831984004580379146548679062712307363,50,mpmath.zetazero (mpmath python)
892,1293.4939815574174450620204468469847586454281562300,50,mpmath.zetazero (mpmath python)
893,1294.1184743778483523861097779837383775491576551079,50,mpmath.zetazero (mpmath python)
894,1295.3653635053582502549321730874608957239872066474,50,mpmath.zetazero (mpmath python)
895,1296.8011109923472915021941138692232338502445324797,50,mpmath.zetazero (mpmath python)
896,1298.2565270678895294323492221763595795019497643771,50,mpmath.zetazero (mpmath python)
897,1299.4051712507439783983160234598310725390203242128,50,mpmath.zetazero (mpmath python)
898,1300.4900189824476383934709433430026103340518186725,50,mpmath.zetazero (mpmath python)
899,1301.4955166805750583563560183729328484077265878243,50,mpmath.zetazero (mpmath python)
900,1302.3467423792469179205132531751889233228896502409,50,mpmath.zetazero (mpmath python)
901,1303.2732002287941434691560075303830643963712263706,50,mpmath.zetazero (mpmath python)
902,1305.4016721880043846630123156514871848472100365005,50,mpmath.zetazero (mpmath python)
903,1306.5083933129688369717337208346262109175955000656,50,mpmath.zetazero (mpmath python)
904,1307.2672421078024270977841513317848426251675071169,50,mpmath.zetazero (mpmath python)
905,1308.9881965176433872421083350804298787517856934275,50,mpmath.zetazero (mpmath python)
906,1309.4215324932559666738108118145264820267410343103,50,mpmath.zetazero (mpmath python)
907,1311.0565705111118966639323357749277349855516744071,50,mpmath.zetazero (mpmath python)
908,1311.9669406080493548688109712476711322294215794735,50,mpmath.zetazero (mpmath python)
909,1313.0315993690196645524429461505587794503430318842,50,mpmath.zetazero (mpmath python)
910,1314.0525656517261661933734666220646835739954837265,50,mpmath.zetazero (mpmath python)
911,1316.2121126028540497802903536841230699148205191495,50,mpmath.zetazero (mpmath python)
912,1317.0729860348299550010083892684107173857078429354,50,mpmath.zetazero (mpmath python)
913,1318.1712791321650525485803371308537902061499384758,50,mpmath.zetazero (mpmath python)
914,1318.9478805965663383363912810380936419986942376729,50,mpmath.zetazero (mpmath python)
915,1319.9310828775364730520352801673907451291712867684,50,mpmath.zetazero (mpmath python)
916,1321.6281385519124180574659256619873370858097894883,50,mpmath.zetazero (mpmath python)
917,1322.2580671233911579451936984255433550716837674890,50,mpmath.zetazero (mpmath python)
918,1324.2249787188443309132291957355088940201973391604,50,mpmath.zetazero (mpmath python)
919,1325.2376243589823353534974651799178318533353968919,50,mpmath.zetazero (mpmath python)
920,1325.9819696304462812230420446226217927830438486857,50,mpmath.zetazero (mpmath python)
921,1327.6352811084574496403517407333260403308764479613,50,mpmath.zetazero (mpmath python)
922,1329.0435179965186012398118524154428273741820748209,50,mpmath.zetazero (mpmath python)
923,1329.2050187854836348476184741411234504375868918503,50,mpmath.zetazero (mpmath python)
924,1330.4299371204592631826607910246419600151278639483,50,mpmath.zetazero (mpmath python)
925,1331.8275913852852175235423307596365406533474686421,50,mpmath.zetazero (mpmath python)
926,1333.6735226102849332709758717019985356263802320675,50,mpmath.zetazero (mpmath python)
927,1334.7473290516897765303394781242424660673483619727,50,mpmath.zetazero (mpmath python)
928,1335.6949745260020665890152842398928135726044225762,50,mpmath.zetazero (mpmath python)
929,1336.6901846533858710535352410809221798312027974532,50,mpmath.zetazero (mpmath python)
930,1337.6887918096699496031484399558867667930944002424,50,mpmath.zetazero (mpmath python)
931,1338.9231645986703498289819693065618457550069201319,50,mpmath.zetazero (mpmath python)
932,1340.4264004573001757897340224363941473459148003287,50,mpmath.zetazero (mpmath python)
933,1341.1662722529263870719351283659382149661522342446,50,mpmath.zetazero (mpmath python)
934,1342.6085078837768613275003733070021883729654175504,50,mpmath.zetazero (mpmath python)
935,1344.1560440035957909982043294785658309111411219183,50,mpmath.zetazero (mpmath python)
936,1345.4771062613987144274073010558987666502821044509,50,mpmath.zetazero (mpmath python)
937,1345.7314132554184077590067221834472866504580542886,50,mpmath.zetazero (mpmath python)
938,1347.5194717508999111072267333030847036242558949307,50,mpmath.zetazero (mpmath python)
939,1348.0172380187364100916240381210427970056125170351,50,mpmath.zetazero (mpmath python)
940,1349.0851940140476579807394380120394938144447139814,50,mpmath.zetazero (mpmath python)
941,1351.2962063740967180098376823805470493995964103602,50,mpmath.zetazero (mpmath python)
942,1352.2104651591755383794486596910426016666313601289,50,mpmath.zetazero (mpmath python)
943,1353.4833383582645765537561783612620312186155104561,50,mpmath.zetazero (mpmath python)
944,1353.8867819716962276842360469129873553309388253053,50,mpmath.zetazero (mpmath python)
945,1355.6805953206364918868575084414018857324006848083,50,mpmath.zetazero (mpmath python)
946,1356.6056557098079539196745219737348348007560452173,50,mpmath.zetazero (mpmath python)
947,1357.7717428285794640718014188988520571198891364202,50,mpmath.zetazero (mpmath python)
948,1358.4601603991590264373551891726351900626529397573,50,mpmath.zetazero (mpmath python)
949,1360.3931447621911523120897519102878134546557416048,50,mpmath.zetazero (mpmath python)
950,1361.3930747136396816988907629289292467345299418339,50,mpmath.zetazero (mpmath python)
951,1363.0223286032807568385427379045715882134799152837,50,mpmath.zetazero (mpmath python)
952,1363.8791907971344724379646984016905559767485830658,50,mpmath.zetazero (mpmath python)
953,1364.5765848967539726412797459309492664357319690634,50,mpmath.zetazero (mpmath python)
954,1365.4937335512952472654357740311862044239196924136,50,mpmath.zetazero (mpmath python)
955,1367.1040909700082308799551553511492892472790594566,50,mpmath.zetazero (mpmath python)
956,1368.3301933079858948948777020854958525196853310405,50,mpmath.zetazero (mpmath python)
957,1369.6869490773429166010337490783628739901996589969,50,mpmath.zetazero (mpmath python)
958,1370.9735227677836440459216690209829296995149898368,50,mpmath.zetazero (mpmath python)
959,1371.6865535528273911288295320534896107604287723397,50,mpmath.zetazero (mpmath python)
960,1373.2029145623733821032963702736955893236139104364,50,mpmath.zetazero (mpmath python)
961,1374.1547986586406456265197937808102373702515368622,50,mpmath.zetazero (mpmath python)
962,1375.3023923447489021548205548208058527301321342006,50,mpmath.zetazero (mpmath python)
963,1376.1617799936193520387648120160641936952889861327,50,mpmath.zetazero (mpmath python)
964,1377.1776336421046263224819258351531477813115414028,50,mpmath.zetazero (mpmath python)
965,1379.6832830286129263857715781641331606237219280957,50,mpmath.zetazero (mpmath python)
966,1380.1485784416924030639281519755443945764911100390,50,mpmath.zetazero (mpmath python)
967,1381.0739771492056348706565533872358603294586388820,50,mpmath.zetazero (mpmath python)
968,1382.3456629784736798877423894409283051870216053174,50,mpmath.zetazero (mpmath python)
969,1383.2975910079464749033167578318645765495131384582,50,mpmath.zetazero (mpmath python)
970,1384.4444158477600829733956291902028841009983659274,50,mpmath.zetazero (mpmath python)
971,1385.6637770111926864388739138726270917464017863289,50,mpmath.zetazero (mpmath python)
972,1387.3266476634895306056972501375000139439329862217,50,mpmath.zetazero (mpmath python)
973,1387.9214541271127970231685032052690790568314078508,50,mpmath.zetazero (mpmath python)
974,1389.5658317983939371950096554584767308799214655686,50,mpmath.zetazero (mpmath python)
975,1390.7054902864276651215146231695960462079333319711,50,mpmath.zetazero (mpmath python)
976,1391.8532004432697553845268907025565869192730571700,50,mpmath.zetazero (mpmath python)
977,1392.6440277885486482558310256405931233808361339858,50,mpmath.zetazero (mpmath python)
978,1393.4334017407936650264174710753349373938806964003,50,mpmath.zetazero (mpmath python)
979,1394.8841846756803544790294755683397827402954633820,50,mpmath.zetazero (mpmath python)
980,1396.5441631236825017702476369464467433489682618846,50,mpmath.zetazero (mpmath python)
981,1397.8346233213872242793153559001656155557732074683,50,mpmath.zetazero (mpmath python)
982,1398.8376752013858652339107816235516416731713086315,50,mpmath.zetazero (mpmath python)
983,1399.8394729412064814670539857461431592863549201515,50,mpmath.zetazero (mpmath python)
984,1400.4269462973942982610514250245366627984666930947,50,mpmath.zetazero (mpmath python)
985,1402.5643472500659938171911112439515037353174420278,50,mpmath.zetazero (mpmath python)
986,1402.9737476409192080504973187558284753349011326674,50,mpmath.zetazero (mpmath python)
987,1404.0062921705227571294407279507335934696263142515,50,mpmath.zetazero (mpmath python)
988,1405.6669750592468750922573252541303744167954138504,50,mpmath.zetazero (mpmath python)
989,1407.0851427764364868412038615539456731436754620726,50,mpmath.zetazero (mpmath python)
990,1408.1363074961895507547641092165687138029730744016,50,mpmath.zetazero (mpmath python)
991,1409.3206810798389572497111828525559642184190746191,50,mpmath.zetazero (mpmath python)
992,1410.0248107258022258330832994315486582091392884720,50,mpmath.zetazero (mpmath python)
993,1411.2570568157066238600242307786953750478859782126,50,mpmath.zetazero (mpmath python)
994,1411.9656534617730042844941774171134150262549060006,50,mpmath.zetazero (mpmath python)
995,1413.8431487885688529987976036399662415380134620449,50,mpmath.zetazero (mpmath python)
996,1415.5857847954953512089930385358158511491528030734,50,mpmath.zetazero (mpmath python)
997,1415.7815813032829100827720366603941777336098615471,50,mpmath.zetazero (mpmath python)
998,1417.1028229338226147556249643256485384690694774520,50,mpmath.zetazero (mpmath python)
